timestamp,elapsed_time,pwm,battery_voltage,motor_voltage,motor_current,velocity_x,velocity_y,velocity_z
1729815072.2569582,4.401742935,0.28944524501276137,,0.0,0.0,0.0,0.0,0.0
1729815072.3566878,4.501744508,-0.005480423774479582,,0.0,0.0,0.0,0.0,0.0
1729815072.4573064,4.601738452,-0.29829345877148444,,0.0,0.0,0.0,0.0,0.0
1729815072.5565386,4.701754093,-0.47720222619295305,,0.0,0.0,0.0,0.0,0.0
1729815072.6575325,4.801754236,-0.47379638528406703,,0.0,0.0,0.0,0.0,0.0
1729815072.7583885,4.90174365,-0.289443413414862,,0.0,0.0,0.0,0.0,0.0
1729815072.8583212,5.001732349,0.00544222742811159,,0.0,0.0,0.0,0.0,0.0
1729815072.9566033,5.101727485,0.2982658071813484,,0.0,0.0,0.0,0.0,0.0
1729815073.056891,5.201741695,0.4771905976842502,,0.0,0.0,0.0,0.0,0.0
1729815073.1567633,5.301740407,0.47381026336319504,,0.0,0.0,0.0,0.0,0.0
1729815073.2572465,5.401741743,0.28944829851682685,,0.0,0.0,0.0,0.0,0.0
1729815073.357602,5.5017457,-0.0054841683278126765,,0.0,0.0,0.0,0.0,0.0
1729815073.4566326,5.601739406,-0.2982958640676103,,0.0,0.0,0.0,0.0,0.0
1729815073.5567915,5.701749801,-0.47719820090691006,,0.0,0.0,0.0,0.0,0.0
1729815073.6570048,5.80175662,-0.47379399246176146,,0.0,0.0,0.0,0.0,0.0
1729815073.757173,5.901751518,-0.2894232577671511,,0.0,0.0,0.0,0.0,0.0
1729815073.857083,6.001729249,0.0054324890667629255,,0.0,0.0,0.0,0.0,0.0
1729815073.9573512,6.101734638,0.29828384252244866,,0.0,0.0,0.0,0.0,0.0
1729815074.0566537,6.201741218,0.4771901502317695,,0.0,0.0,0.0,0.0,0.0
1729815074.156801,6.301730871,0.47381983112262044,,0.0,0.0,0.0,0.0,0.0
1729815074.2576327,6.401736736,0.28946112459356166,,0.0,0.0,0.0,0.0,0.0
1729815074.3571255,6.501778841,-0.005588277467330816,,0.0,0.0,0.0,0.0,0.0
1729815074.4574134,6.6017296309999995,-0.2982712180990771,,0.0,0.0,0.0,0.0,0.0
1729815074.5605576,6.701892375,-0.4773317293295111,,0.0,0.0,0.0,0.0,0.0
1729815074.6601617,6.801921367,-0.4736283783135207,,0.0,0.0,0.0,0.0,0.0
1729815074.759475,6.901960849,-0.28888674983825935,,0.0,0.0,0.0,0.0,0.0
1729815074.8596482,7.00196433,0.0061709680226946905,,0.0,0.0,0.0,0.0,0.0
1729815074.9600291,7.101918697,0.29874771556373075,,0.0,0.0,0.0,0.0,0.0
1729815075.061312,7.20203495,0.4774648756300387,,0.0,0.0,0.0,0.0,0.0
1729815075.156508,7.301808118,0.47374227793657925,,0.0,0.0,0.0,0.0,0.0
1729815075.2612941,7.401887416,0.2890750129669661,,0.0,0.0,0.0,0.0,0.0
1729815075.3608937,7.502245187,-0.007053229041305281,,0.0,0.0,0.0,0.0,0.0
1729815075.4601338,7.601946353,-0.2988173808361578,,0.0,0.0,0.0,0.0,0.0
1729815075.5609896,7.702027559,-0.4774579828238006,,0.0,0.0,0.0,0.0,0.0
1729815075.6616573,7.8020076750000005,-0.47354141344313927,,0.0,0.0,0.0,0.0,0.0
1729815075.757115,7.90180993,-0.28927360020570997,,0.0,0.0,0.0,0.0,0.0
1729815075.8596237,8.001922845,0.006040648769752994,,0.0,0.0,0.0,0.0,0.0
1729815075.9602587,8.101905584,0.2987146808548534,,0.0,0.0,0.0,0.0,0.0
1729815076.0598738,8.20202136,0.4774522008762779,,0.0,0.0,0.0,0.0,0.0
1729815076.168315,8.301931142,0.47361853591188047,,0.0,0.0,0.0,0.0,0.0
1729815076.2599616,8.40198636,0.2888213318680908,,0.0,0.0,0.0,0.0,0.0
1729815076.360024,8.50204873,-0.0064360973674624875,,0.0,0.0,0.0,0.0,0.0
1729815076.4590318,8.602007389,-0.2989710981638401,,0.0,0.0,0.0,0.0,0.0
1729815076.557114,8.70175457,-0.47720267352973694,,0.0,0.0,0.0,0.0,0.0
1729815076.6569786,8.801797389,-0.47375305613757923,,0.0,0.0,0.0,0.0,0.0
1729815076.7571106,8.901729106,-0.2894806692724148,,0.0,0.0,0.0,0.0,0.0
1729815076.8599908,9.001933336,0.006073604799779439,,0.0,0.0,0.0,0.0,0.0
1729815076.959671,9.102011203,0.29898070214855,,0.0,0.0,0.0,0.0,0.0
1729815077.0595353,9.202028274,0.47745864967388263,,0.0,0.0,0.0,0.0,0.0
1729815077.1594768,9.302053689,0.4734949923267466,,0.0,0.0,0.0,0.0,0.0
1729815077.2599707,9.40203619,0.2886935311768413,,0.0,0.0,0.0,0.0,0.0
1729815077.3594193,9.501940965,-0.006097570234841472,,0.0,0.0,0.0,0.0,0.0
1729815077.4594355,9.601888179,-0.29867083046386855,,0.0,0.0,0.0,0.0,0.0
